Sentences,Naive Bayes,KNN,Decision Tree,Logistic Regression,Perceptron Model,Random Forest,SVM,sum count,Company,True Label,Classified by Hand,Pattern Recognition,Issues / Comments
"Meanwhile in Poland, our Skarbimierz plant optimized its refrigeration system with the installation of dry coolers as a free cooling loop, reducing the workhours of the chillers and in so doing cutting out 1,300 metric tonnes of CO2e.",0,0,1,0,0,0,0,1,Mondelez_Intl,rel,rel,,
Invest in new mobility concepts including electric and hydrogen trucks.,0,0,0,1,0,0,0,1,Mondelez_Intl,rel,irr,,
"Strategy & Performance Governance Colleague & Community Well-being Snacking Mindfully Sustainable Snacking 74 MONDELĒZ INTERNATIONAL SNACKING MADE RIGHT 2021 ESG REPORT Focusing on Dairy Dairy accounts for approximately 22% of our overall carbon footprint, and we are focused on driving this down.",0,0,1,0,0,0,0,1,Mondelez_Intl,irr,rel,,
This assessment considered the following: 1.,0,0,0,0,1,0,0,1,NewmontMining,irr,irr,,
"Newmont Corporation 2021 Climate Report Strategy 6 Our Role in the Transition to a Low-Carbon Economy Founded in 1921 and publicly traded since 1925, Newmont is the world’s leading gold company and a producer of copper, lead, silver and zinc.",0,0,1,0,0,0,0,1,NewmontMining,irr,irr,,
"These carbon removals are commonly referred to as carbon offsets and such abatement may consider carbon sequestration or capture, as well as the implementation of nature-based solutions.",0,1,0,0,0,0,0,1,NewmontMining,rel,irr,,
"Availability of capital could pose another challenge if the gold mining industry is viewed as lagging in its efforts to address climate change and/or if other metals, such as copper and lithium, are viewed as having higher societal utility in transitioning to a low‑ carbon economy.",0,0,1,0,0,0,0,1,NewmontMining,irr,irr,,
"At NextEra Energy, we believe there is only one path to decarbonizing the U.S. economy: decarbonizing the electricity sector first.",0,0,0,0,0,1,0,1,NextEraEnergyZeroCarbonBlueprint,irr,rel,,
"Carbon- intensive companies, especially have sights set on economically decarbonizing their own businesses and operations.",0,0,1,0,0,0,0,1,NextEraEnergyZeroCarbonBlueprint,irr,irr,,
"For Cohort 3, the program has grown to 14 designers.",0,1,0,0,0,0,0,1,Nike,irr,irr,,
Employee Population Corporate: 35.3% Change since FY20 % Women % US Racial and Ethnic Minority 2025 Targets Corporate Employees 50.4% 0.2 p.p.,0,0,1,0,0,0,0,1,Nike,irr,irr,,
"The solar array is center in Mexico, a rooftop solar array estimated to produce 1,000 MWh annually, covering ~50% of the facility’s electricity needs and representing more than 10% of NIKE’s load in Mexico.",0,1,0,0,0,0,0,1,Nike,rel,rel,,
Data inputs for quantification are provided by the project implementation partners and estimated volumetric benefits are discussed and confirmed with project partners and third-party engineering firms.,0,0,1,0,0,0,0,1,Nike,irr,irr,,
The BLS does not calculate manufacturing rates for equipment/accessories.,0,0,0,0,1,0,0,1,Nike,irr,irr,,
In FY22 we sent surveys to 100% of our strategic suppliers to collect cobalt smelter data.,0,1,0,0,0,0,0,1,Nvidia,irr,irr,,
"In this program, employees participated in sustainability activities for energy, water and waste savings in the site’s daily operation.",0,0,1,0,0,0,0,1,PandG,irr,irr,,
Goals & progress Achieve net-zero emissions across our value chain by 2040,0,0,0,1,0,0,0,1,PepsiCo,rel,rel,,
This PMI reviewed its carbon pricing policy in 2020 and took a pioneering approach by developing two complementary internal carbon pricing instruments: a shadow price of USD 65 per ton of CO2e and a carbon levy of USD 8 per ton of CO2e.,0,0,0,0,1,0,0,1,Philip_Morris_Intl,rel,irr,,
"2021-22 ESG Report 11 INTRODUCTION AHEAD OF WHAT’S NEXT SUSTAINABLE LOGISTICS INSPIRED PEOPLE RESILIENT COMMUNITIES APPENDIX Ahead of What’s Next Prologis Park Moissy, Moissy Cramayel, France.",0,0,1,0,0,0,0,1,Prologis,irr,irr,,
"Our two largest sources of Scope 3 emissions are customer/tenant energy (downstream leased Our 2018 Science Based Target was to reduce emissions 21% (Scopes 1 and 2) and 15% (Scope 3) by 2025, and 56% (Scopes 1 and 2) and 40% (Scope 3) by 2040, from Our updated (2022) Science Based Target will be to achieve net zero emissions for our operations (Scopes 1 and 2) by 2030 and for our value chain (Scope 3) by 2040. energy and emissions data, including an emissions intensity metric and our Greenhouse Gas Assurance Statement, please see the Data and Assurance pages on the",0,0,1,0,0,0,0,1,Prologis,rel,rel,,
"These innovations avoid 115,000 mtCO2e of greenhouse gas emission and reduce operating expenses by an estimated $215,000 each year, depending on energy prices.",0,0,1,0,0,0,0,1,Prologis,rel,rel,,
The Prologis Code includes a strict policy of anti- retaliation against anyone who reports a concern in good faith or participates in an investigation.,0,0,1,0,0,0,0,1,Prologis,irr,irr,,
"However, our 2021 GHG emissions are lower than is typical due to the effects of the COVID-19 pandemic.",0,1,0,0,0,0,0,1,Raytheon,rel,rel,,
"More in this report  Providing lower-carbon electricity | Letter from the CEO | Our Powering Progress targets More on Shell websites  Building an energy access business | Access to energy WORKING WITH OUR SUPPLIERS SUPPLY CHAIN POWERING PROGRESS Supply chain: We will include requirements in our purchasing policies to reflect our environmental framework, and take the energy efficiency, material efficiency and sustainability of products into consideration in our purchases.",0,0,1,0,0,0,0,1,Shell,irr,irr,,
More in this report  Our Powering Progress targets | Letter from the CEO More on Shell websites  Powering Progress – transitioning to net-zero emissions SUSTAINABILITY AT SHELL OUR CORE VALUES ACHIEVING NET-ZERO EMISSIONS RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE OUR PERFORMANCE DATA 61 Shell Sustainability Report 2021,0,1,0,0,0,0,0,1,Shell,irr,rel,,
These decreases were partly offset by higher emissions due to the restart of the Prelude floating liquefied natural gas (LNG) facility in Australia (which was shut down for most of 2020) and increased flaring at Shell Nigeria Exploration and Production Company Limited (SNEPCo) in Nigeria.,0,0,0,0,1,0,0,1,Shell,rel,irr,,
This new target covers all Scope 1 and 2 emissions under Shell’s operational control and complements our existing carbon-intensity targets.,0,0,1,0,0,0,0,1,Shell,rel,irr,,
"This new target covers all Scope 1 and 2 emissions under Shell’s operational control and complements our existing carbon- intensity This decrease was in part driven by the shutdown of the Shell Convent Refinery (USA) in late 2020, lower production at the Shell Norco Manufacturing Complex (USA) due to Hurricane Ida, and divestments in 2020 and 2021, which included the Martinez and Puget Sound refineries in the USA and the Fredericia refinery in Denmark.",0,0,1,0,0,0,0,1,Shell,rel,irr,,
The superior range of our vehicles and a robust global Supercharger Network makes this possible.,0,0,1,0,0,0,0,1,Tesla,irr,irr,,
"Scope 2, market based (electricity and steam)† 314,972",0,1,0,0,0,0,0,1,ThermoFisherScientifiic,rel,irr,,
We have also purchased a limited amount of carbon offsets for our Canadian division that support forest conservation projects.,0,1,0,0,0,0,0,1,TJX,rel,irr,,
"Our global approach to reducing our climate impact includes a balanced CLIMATE AND ENERGY: portfolio of emissions-reduction activities focused on reducing our energy consumption and expense, investing in energy efficiency projects, and sourcing low-carbon and renewable energy sources for our direct operations.",0,1,0,0,0,0,0,1,TJX,rel,irr,,
Factories are expected to cooperate fully with us and our auditors and to provide access to facilities and documents.,0,1,0,0,0,0,0,1,TJX,irr,irr,,
TJX Canada was carbon neutral for its Scope 1 and 2 and reported Scope 3 (business travel and waste) emissions from operations for its third consecutive year.,0,0,0,0,1,0,0,1,TJX,rel,irr,,
"TJX Canada has purchased wind energy since fiscal 2017, which Renewable Energy: reduces its annual Scope 2 market-based emissions by about 83% annually and its total market-based emissions by about 47%.",0,1,0,0,0,0,0,1,TJX,rel,rel,,
"Given the size of the Company and the adopted development model using partnership to develop its strategy in the electricity and renewables sector, the proportional view is more relevant for TotalEnergies than the consolidated view.",0,0,1,0,0,0,0,1,Total,irr,irr,,
"Our levers The main route to achieving these objectives is developing emissions reduction projects on our industrial sites, using the best technologies available: improving energy efficien- cy, reducing flaring, reducing methane emissions, supplying renewable electricity and using CCS for residual emissions.",0,1,0,0,0,0,0,1,Total,rel,irr,,
"In 2021, despite the pandemic, more than 5,400 employees took advantage of the program and more than 8,000 initiatives were carried out (for a total of 2,900 paid workdays).",1,0,0,0,0,0,0,1,Total,irr,irr,,
March 2021: TotalEnergies signs CPPAs with Microsoft (47 MW) and Orange (100 GWh/year) that include construction of dozens of solar power plants across France.,0,1,0,0,0,0,0,1,Total,rel,irr,,
This has been possible thanks to the Company’s very good funda- mentals and consistently solid balance sheet.,0,0,0,0,1,0,0,1,Total,irr,irr,,
This includes 4 Mt of emissions from CCGT power plants following the implementation of the Com- pany’s new strategy in electricity to have flexible generation capacity; the decline for operated oil & gas activities actually came to 30%.,0,0,1,0,0,0,0,1,Total,rel,rel,,
Six TWh/year will be routed to European sites under a PPA2.,0,0,0,0,0,1,0,1,Total,rel,irr,,
"Supporting the Redevelopment of Sites in Transition While Boosting the Local Job Market The energy transition is also driving changes on our markets, to which our production infrastructure, particularly in Europe, will need to adapt.",1,0,0,0,0,0,0,1,Total,irr,irr,,
"Several renewable electricity projects, which are compati- ble by nature with these criteria, were approved, such as off- shore wind projects Round 4 and ScotWind (United Kingdom), Yunlin (Taiwan), five onshore wind projects in France with a total gross capacity of nearly 200 MW, and several solar ener- gy projects in France, Spain, Iraq and the US, with approximate- ly 3 GW of gross capacity.",0,0,1,0,0,0,0,1,Total,rel,rel,,
"The 125 MW electrolyzer will produce over 10,000 tons of green hydrogen a year, meeting the needs of the biorefinery and reducing its emissions by 140,000 tCO2/year.",0,1,0,0,0,0,0,1,Total,rel,rel,,
"The facility will use livestock manure from dairy farms to produce more than 40 GWh per year of biomethane; as a result, 45 kt of CO2e emissions will be avoided each year.",0,0,0,0,1,0,0,1,Total,rel,rel,,
"The Company is also engaged in other international initiatives involving the private and public sectors: • for stopping the routine flaring of gases associated with oil production, with the World Bank’s “Zero Routine Flaring by 2030” initiative; • for enhanced transparency, taking into account the recom- mendations of the G20 Financial Stability Board on climate, and of the Task Force on Climate-related Financial Disclosures (TCFD), or the investors’ consortium Climate Action 100+ ; • for the development of new energy start-ups, since 2017, within the Breakthrough Energy Coalition (BEC), a group of investors created by Bill Gates in 2015, and since 2016 with- in Breakthrough Energy Ventures, a $1 billion fund created in 2016 by the BEC; • to reduce methane emissions, as a member of the United Nations Development Programme’s Oil & Gas Methane Part- nership (OGMP) since 2014 (see p. 34).",0,0,0,0,1,0,0,1,Total,irr,rel,,
Bridge inspectors examine a railroad bridge adjacent to the Benicia-Martinez Bridge in California.,1,0,0,0,0,0,0,1,UnionPacific,irr,irr,,
EMS has been implemented in approximately two thirds of our active road fleet with a target of full implementation by 2025.,0,0,1,0,0,0,0,1,UnionPacific,rel,irr,,
"2025 In 2020, we continued investing in alternative fuels for our ground fleet, purchasing 142 million gallons of alternative fuels, which represented 22 percent of our total ground fuel usage.",0,0,1,0,0,0,0,1,UPS,rel,rel,,
"Over the next several years, UPS will work with the industry to accelerate the shift to SAF.",0,1,0,0,0,0,0,1,UPS,irr,irr,,
"Increase Use of Sustainable Aviation Fuel to 30 percent by 2035 Today, the only decarbonization path for the aviation sector is sustainable aviation fuel (SAF).",0,0,0,0,0,1,0,1,UPS,irr,rel,,
"In 2020, our Scope 1 and 2 GHG emissions, measured in absolute terms with a market-based approach, were 13,900 metric tons of carbon dioxide equivalent (MTCO2 e).",0,1,0,0,0,0,0,1,VIsa,rel,irr,,
"In 2020, Visa issued our inaugural green bond for $500 million, maturing in 2027.",0,1,0,0,0,0,0,1,VIsa,rel,irr,,
This represents a 77 percent decrease year-over-year from 2019.,0,0,1,0,0,0,0,1,VIsa,rel,irr,,
"At the end of its third year, the partnership has reached more than 837,000 women entrepreneurs.",0,0,0,0,0,1,0,1,VIsa,irr,irr,,
"During the week-long festival, leaders provided keynote speeches and shared ideas for cultivating growth.",0,0,1,0,0,0,0,1,VIsa,irr,irr,,
